name,latitude,longitude,free_bikes,empty_slots
Jean Macé - Faidherbe,48.85337548426,2.3828620836139,11,50
Square Bela Bartok,48.850984480382,2.2844360220351,7,17
Santé - Arago,48.83507657562064,2.3415737262044938,2,36
Cours de l'Ile Seguin - Parc Billancourt,48.82714055843935,2.234234511852265,20,8
Crozatier - Faubourg Saint-Antoine,48.850440013405,2.378901366211,10,28
Hôtel de Ville de Sèvres,48.824363561289,2.2131047397852,6,26
Place Amédée Gordini - Lefebvre,48.83061737745,2.2920634208276,2,36
Gare de l'Est - Place du 11 Novembre 1918,48.876327,2.3585464,10,27
Square Victor Basch,48.914304862261,2.2289156913757,3,14
Place des Abbesses,48.884542726149725,2.3386867716908455,0,8
Redoute - Les Courtilles,48.929867194519,2.2836696356535,24,16
André Karman - République,48.91039875761846,2.3851355910301213,2,27
Place Lafayette,48.829654975522,2.2638675570488,44,16
Pyrénées - Emmery,48.872010281270974,2.392039597034455,1,39
Gare Saint-Lazare - Place de Budapest,48.877753,2.327339,4,38
Billancourt - Général Leclerc ,48.8322649,2.2380413,5,16
Jourdan - Stade Charléty,48.819428333369,2.3433353751898,6,54
Place de la Porte de Passy,48.857341095470794,2.2644165538827115,12,24
Lourmel - Marie Skobtsov,48.844974,2.287283,20,1
Artois - Berri,48.87393521240818,2.3064258322119713,23,14
Place du Maréchal de Lattre de Tassigny,48.821707715257055,2.2853431485432423,5,21
M.- A. Lagroua Weill-Hallé -  F. Dolto,48.828595283857425,2.380220606266108,58,1
Gare - Aristide Briand,48.821410564722,2.2555950104387,17,12
Place Saint-Just,48.790379518724265,2.3895226791501045,16,5
Saint-Germain - Ciseaux,48.853305277595,2.3344654618827,10,4
Gare de Chaville Rive Gauche,48.805160304345,2.188277207315,7,10
Château de Vincennes,48.84423193255657,2.439209537709179,5,45
Roger Salengro - Général de Gaulle,48.820029010376956,2.4846760556101803,22,4
Gare d'Austerlitz - Quai Saint-Bernard,48.84369030864,2.3657163977623,1,25
Marceau Delorme - Pierre Brossolette,48.91206062860357,2.295897423568745,13,14
Saint-Mandé - Docteur Arnold Netter,48.84462585769668,2.404946386814118,12,40
Harpe - Saint-Germain,48.851518815017,2.3436703160405,20,22
Daumesnil - Hébrard,48.8429,2.38474,7,31
Victor Hugo - Galliéni,48.838020154411,2.2460845112801,7,26
Montreuil - République,48.85026349463687,2.4345204234123234,3,21
Bois de Vincennes - Polygone,48.83544491617421,2.431421081436563,8,43
République - Louis Loucheur,48.823549261189,2.5101865455508,21,16
Mairie du 8ème ,48.877932,2.318264,8,6
Suffren - La Motte-Piquet,48.850881230919,2.3012199997902,5,18
Place Charles Michels,48.846401,2.28502,31,6
Gare du Nord - La Chapelle,48.884178287286,2.3561057075858,4,14
George V - Christophe Colomb,48.87046,2.30104,24,0
Alexander Fleming - Belvédère,48.88179064200294,2.4030599377642674,1,28
Boétie - Ponthieu,48.871417284355,2.3076787590981,25,20
Aboukir - Alexandrie,48.86868344444473,2.3502043269474897,14,6
Abbé Carton - Plantes,48.827673823166,2.3209181427956,1,24
Hôpital Robert Debré,48.88005222200894,2.4008650346327003,3,29
Les Planètes,48.80929410761,2.4596271973784,12,9
Gabriel Lamé,48.8351212784276,2.385534569621086,34,2
Division Leclerc - Kléber,48.798666226364,2.2833752789972,1,24
Place André Malraux,48.863925158727,2.3356226831675,33,1
Parc Roger Salengro,48.905303858642,2.31055945158,1,34
Pyrénées - Dagorno,48.855425770695085,2.4051643162965775,1,19
Porte de la Muette,48.86302317841182,2.2687188170157406,5,31
Borrégo - Gambetta,48.87330497045532,2.4014145880937576,2,23
Pierre Brossolette - Adolphe Pinard,48.821772279548,2.3131558299065,4,19
Phalsbourg - Villiers,48.88242307900951,2.3090453445911407,6,13
Gare du Stade,48.9312676,2.2603778,10,9
Pierret - Madrid,48.882976576876565,2.260125767248034,20,8
Place Adolphe Cherioux - Vaugirard,48.83959442800459,2.3010657727718353,5,56
Hôtel de Ville de Rueil-Malmaison,48.878194,2.181724,18,1
Beffroy,48.886591074488,2.2613945603371,3,21
Gare de l'Est - Fidélité,48.874575,2.356796,3,10
Gare de Bercy,48.839794573906,2.3826066032052,22,12
Station Paris Basketball - Ney - Charles Hermite,48.898748039775,2.3645754531026,5,15
Petites Ecuries - Faubourg Poissonnière,48.87397217237368,2.348388757504776,12,4
Saint-Vincent - Verdun,48.819211549234495,2.254007756710053,23,9
Gay Lussac - Saint-Jacques,48.844730256132,2.3419239448664,3,20
Édouard Vaillant - Place Jean Jaurès,48.86265537999924,2.2089037319128613,6,17
LCL Campus - Place Oscar Niemeyer,48.805342480621576,2.363983690738678,1,36
Brillat-Savarin - Küss,48.822203,2.350422,5,15
Place du Docteur Yersin,48.82010494991975,2.3725583776831627,8,42
Place Pigalle,48.8827555,2.3361566,7,13
Mairie du Kremlin-Bicêtre,48.81191981537702,2.3570189997553825,0,25
Victor Hugo - La Pompe,48.86795222470859,2.28146318346262,2,38
Port - Maurice Chevalier,48.832474421632,2.490257616467,30,1
Gare de Laplace,48.80893199114179,2.3349460959434514,3,40
Tremblay - Lac des Minimes,48.834131261494,2.4547516554594,22,25
Sahel - Général Michel Bizot,48.840872964793355,2.4044444784522057,15,32
Pyrénées - Avron,48.853246898211985,2.405871044529538,3,29
Aubervilliers - Curial,48.89088305227546,2.3688579350709915,1,21
Londres - Place d'Estienne d'Orves,48.876693805756986,2.3305362090468407,4,20
Stalingrad - Henri Luisette,48.78363092456589,2.366935946761926,2,24
Pasteur - Gambetta,48.84572797384512,2.4236011505126953,3,10
Port-Royal - Hôpital du Val-de-Grâce,48.837668272811,2.3448138346607,1,16
Gare RER les Grésillons,48.919898633572764,2.31458459136273,3,15
Mairie du 3ème,48.86446178139141,2.361762821674347,13,14
Murat - Porte de Saint-Cloud,48.83750862621299,2.2577651962637906,3,35
Félix Faure - Lourmel,48.83868901709515,2.2818081825971603,46,11
Michel-Ange - Parent de Rosan,48.840579923690115,2.2584119439125065,5,20
Paganini - Davout,48.85135,2.412021,6,16
Sorbier - Gasnier-Guy,48.865217631011,2.3936596512794,0,34
Balard - Montagne de la Fage,48.838507403334,2.2782871127129,30,6
Clichy - Place Blanche,48.883601088297,2.3332237824798,9,11
Claude Vellefaux - Hôpital Saint-Louis,48.872859139003,2.3700717069851,4,28
Place des Droits de l'Enfant,48.8274804,2.3319217,2,37
Adrien Lesesne - Docteur Bauer,48.90263867304635,2.348248063431511,0,30
Vivienne - Montmartre,48.871347597383,2.3414588347077,29,10
Henri Chevreau - Couronnes,48.87033205312931,2.388777695596218,2,24
Godot de Mauroy - Madeleine,48.869789,2.326347,21,1
Place de l'Europe - Alfortville,48.78913702405837,2.4284800887107854,15,8
Chemin de Bretagne,48.824753068884,2.2588385956052,24,5
Verdier - République,48.815403766277,2.31739372015,4,25
Pailleron - Bouret,48.880516995482,2.3763902374411,3,24
Crimée - Ourcq,48.894104140316,2.3729460884673,6,48
Victor Hugo - Paul Eluard,48.819602554907,2.4114319673051,11,20
Niger - Soult,48.84369906369085,2.410361237220498,3,21
Pavé des Gardes - Charles Vaillant,48.81168551728,2.2111820107205,1,18
Messine - Place Du Pérou,48.875448033960744,2.315508019010038,8,4
Gare d'Asnières sur Seine,48.90636459217474,2.2835066914558415,9,15
Dareau - Broussais,48.8307758,2.3361804,2,22
Gare SNCF Vanves-Malakoff,48.819002163836444,2.292150005103606,4,46
Carpeaux - Place Jacques Froment,48.8906542,2.3309428,4,13
Pontoise - La Tournelle,48.850458009188,2.3524542754922,14,5
Manin - Secrétan,48.8791665,2.3787959,3,17
Pyrénées - Charles Renouvier,48.86095933229224,2.400421852042113,1,28
Cardinal Lavigerie,48.832934193699835,2.402636749399156,43,3
Cité Riverin - Château d'Eau,48.870702423554306,2.358739863900845,13,3
Mathurins - Auber,48.872988840744,2.3294984212276,31,4
Choron - Martyrs,48.877851443503,2.3396701365709,5,10
Charles Lecocq - Lecourbe,48.84044,2.294867,11,19
Emeriau - Beaugrenelle,48.84791249714942,2.2843059897422795,58,12
Auguste Cain - Jean Moulin,48.82577028927573,2.3210415244102482,2,38
Gare RER - Malleret-Joinville,48.802936,2.42531,13,6
Place aux Étoiles,48.91835629408464,2.3523425683379173,8,29
Arago - Glacière,48.83486054775774,2.3445770524322067,6,20
Pajol - Place Herbert,48.8927825,2.3635598,4,34
Boutroux - Porte de Vitry,48.822632,2.377738,15,34
Chabrol - d'Hauteville,48.877018388033,2.3513179644942,6,3
Oratoire - Rivoli,48.861342760889,2.3400047421455,16,2
René Binet - Porte de Montmartre,48.89905109950848,2.3365534096956253,7,28
Parvis Corentin Celton,48.827472525227,2.2784319519997,16,38
Stalingrad - Germaine Tailleferre,48.80257200481316,2.3786691203713417,6,19
Square Boucicaut,48.851296433665276,2.325061820447445,21,38
Neuve Saint-Pierre - Beautreillis,48.85355351439652,2.3639122769236565,11,9
Mairie de Montreuil,48.86131452758348,2.440614402294159,5,47
Place Jacques Madaule,48.823933787309,2.2606918215752,14,10
Goutte d'or - Barbès,48.885124323627,2.3496962338686,13,6
Pierre Levée - Fontaine Timbaud,48.86632723374305,2.3711163550615306,5,17
Rapp - Place du Général Gouraud,48.858102885107,2.3004072904587,12,17
Didot - Mariniers,48.82650543613106,2.313136198271666,0,35
Botzaris - Parc des Buttes Chaumont,48.877951,2.381464,1,19
Commandant Schloesing - Pétrarque,48.861773096259,2.2838841134601,0,30
Rochechouart lamartine,48.876719895109,2.344393021854,4,20
Departement - Pajol,48.886674849730184,2.3613611608743668,6,12
Place Jean-Spire-Lemaître,48.8468428626593,2.452062070369721,3,47
Stade de la Habette,48.774397033806,2.4668785263921,4,4
Henri Ravera - Gabriel Péri,48.79722273833844,2.302115857601166,1,27
Marc Sangnier - Division Leclerc,48.78599652305309,2.329955510795116,9,7
Villiers de l'Isle Adam - Pyrénées,48.867362,2.396222,1,19
Guy Môquet - Jean Moulin,48.940931521020836,2.363948999931771,26,4
Victor Cresson - Telles de la Poterie,48.822698842979,2.2686498274964,6,25
Square Alban Satragne,48.875388227727,2.3559567333359,3,27
Payenne - Square George Caïn,48.8578329,2.3622643,6,18
Sorbier - Ménilmontant,48.868542395661,2.3897721245885,3,20
Favart - Italiens,48.871446353921,2.3382901058508,15,0
Suresnes - Muette à Neuilly,48.868570404348,2.266000919044,2,28
Gare de la Garenne-Colombes,48.909752,2.239145,3,25
Grenelle - Dr Finlay,48.851315406715976,2.2919502854347233,66,2
Halles - Bourdonnais,48.860448992575,2.3460162431002,18,1
Porte Molitor,48.84524763511433,2.2569015249609947,30,30
Censier - Santeuil,48.840658921385234,2.3537524044513702,4,65
Eglise d'Auteuil,48.84749841771691,2.26848387135299,18,2
Place Mireille Havet,48.850533,2.383756,23,17
Pelleport - Belgrand,48.86500081847653,2.403980836377493,4,11
Louis Ganne - Davout,48.86338720692607,2.409725748002529,3,27
Place Paul Delouvrier,48.89197621431365,2.3851288855075836,1,25
Place du 8 mai 1945.,48.938882272105,2.3566243797541,18,11
Place Marcel Sembat,48.83328865030686,2.2441747784614567,17,35
René Coty - Parc Montsouris,48.82479134498032,2.336124926805496,4,51
Gare de Lyon - Roland Barthes,48.84395729494058,2.3790882155299187,58,9
Etienne Jodelle - Saint Ouen,48.88794016394694,2.326124420314341,6,25
Gambetta - Michelet,48.85273792380526,2.429966032505036,3,28
Nationale - Place Jules Guesde,48.82753962462998,2.2416052222251897,5,18
Place Mongolfier,48.815160030060376,2.4592879414558415,20,19
Chaussée d'Antin - Haussmann,48.87243,2.33359,13,14
Hôtel de Ville de Créteil,48.77699496201,2.4552552404284,21,15
Maine - Jean Zay,48.837925263898,2.3225428909063,7,41
Volontaires - Lecourbe,48.84351378799,2.3065522313118,3,26
Louis Pasteur - Albert Petit,48.796261,2.317289,2,28
Louis Blanc - Aqueduc,48.882030182599,2.363561578095,5,32
Square du Carrefour de l'Insurrection,48.820864559770676,2.291113436222077,3,19
Metz - Marne,48.891163,2.3865705,2,27
Perrault - Place du Louvre,48.860273568996,2.3412468419093,25,3
Gare Routière de Saint Cloud,48.84288183896324,2.222245037555695,23,7
Exelmans - Versailles,48.84097491091973,2.264390252530575,14,35
Président Wilson - Jean Jaures,48.89034054052266,2.2920683026313786,22,5
Square Georges Melies,48.84070239213081,2.409667745232582,7,32
Cadix - Hameau,48.8340107632249,2.289516180753708,3,33
Place Centrale,48.78740167690531,2.2278830409049992,2,20
Choisy - Tolbiac,48.82591155587,2.3602393269539,1,17
Mauroy - Cheminots,48.897715198403,2.357895075822,5,24
Reuilly - Daumesnil,48.8395385,2.3972516,3,32
Gardenat-Lapostol - Velettes,48.87387,2.224185,7,13
Porte Saint-Martin,48.86860172112996,2.35570102930069,16,18
Place Jacques et Thérèse Tréfouël,48.842726498317,2.3125657439232,1,41
Chateau,48.774661399959,2.3135878035462,10,10
Stalingrad - Désiré Chevalier,48.85670169739857,2.445072233676911,6,36
Marne - Charles de Gaulle,48.815071719544434,2.4121668934822087,11,15
Fontainebleau - Edmond Michelet,48.80956436844049,2.3626908659935,2,43
Gabriel Péri - Francisco Ferrer,48.88633710236977,2.407338917255402,2,16
Raspail - Albert Schweitzer,48.81031545,2.34395871,15,13
Place du Général de Gaulle,48.8525288,2.4877332,8,20
Place Pasdeloup,48.862654215631,2.3670325062844,5,12
Place Alphonse Deville,48.850188262662,2.3275961726904,8,14
Théâtre de La Garenne,48.905658361454,2.2345951981176,13,7
Blaise-Desgoffe - Vaugirard,48.846128877747,2.3242672160268,8,21
Bobillot - Tolbiac,48.8255961335041,2.350204177200794,5,27
Jardin de l'Hospice Debrousse,48.861451061938,2.40568600595,3,19
Bastille - Biscornet,48.851355779579,2.369220033288,41,17
Jean Bleuzen - Square du 11 Novembre,48.8232579,2.2965213,5,40
Navier - Epinettes,48.89587780769155,2.3226776719093327,3,48
Saint-Fargeau - Mortier,48.87266656122256,2.407912909984589,0,31
Square Denise Buisson,48.8562322730982,2.426436245441437,3,42
Bois de Vincennes.,48.8338064,2.4132221,15,44
Villiers - Batignolles,48.881252538461,2.3165384307504,7,16
Cartier Bresson - Denis Papin,48.902616,2.397814,12,17
Pont Neuf - Rivoli,48.860089892617,2.344057559967,6,20
Vincent Auriol - Louise Weiss,48.834001935501,2.3703888058662,16,6
Quai du docteur Dervaux,48.910482,2.297998,1,24
Jean de la Fontaine - Boulainvilliers,48.85264791461651,2.2758664190769196,17,48
Saint-Jacques - Val de Grâce,48.8417514,2.3413893,3,15
Parvis Robert Schuman - Roger Salengro,48.812657470558754,2.1921751275658607,1,23
Place du Lieutenant Henri Karcher,48.863490871724466,2.3400671035051346,23,7
Regard - Rennes,48.847385404956,2.3268555477262,4,41
Pereire - Place de Wagram,48.887070607581215,2.304111124531457,3,43
Simone Signoret - Paris,48.903600624712865,2.465406596265139,4,23
Place de Passy,48.85780291711202,2.277500546942199,5,10
Filles Saint-Thomas - Place de la Bourse,48.868899890853,2.3397543845203,39,19
Laumière - Petit,48.88467368538326,2.380039058625698,5,29
BNF - Bibliothèque Nationale de France,48.8350268238,2.3760157451034,38,3
Greneta - Sebastopol,48.865242333228,2.3516669869423,10,19
Prague - Théophile Roussel,48.850330563516,2.3758223011125,25,3
Porte de Saint Cloud - Parc des Princes,48.838662757066,2.2525164484978,4,28
Chevreuse - Montparnasse,48.841739161231,2.3315522167367,1,14
Jules Ferry - Faubourg du Temple Paris,48.868397,2.3678933,3,54
Stade Auguste Delaune,48.80896378683884,2.4345204234123234,12,7
Charonne - Pierre Bayle,48.858445054262,2.3903981223891,2,21
Paul Vaillant-Couturier - Victor Hugo,48.89819702263572,2.293848017974069,18,18
Louis Blanc - La Chapelle,48.884008964514,2.3599335551262,3,17
Francoeur - Caulaincourt,48.8899944409612,2.342529706656933,1,33
Arsène Houssaye - Champs-Elysées,48.873409276267,2.2977904602885,23,29
Mahatma Gandhi,48.876356,2.264205,20,1
Sarrette - Général Leclerc,48.825030852925,2.3264128693982,3,19
Louis Lumière - Porte de Bagnolet,48.86431136000005,2.4105210229754443,4,15
Porte de Ménilmontant,48.8691543609174,2.40932246879487,1,14
Amelot - Saint-Sébastien,48.861142162761,2.3677996181077,7,22
Cevennes - Bergers,48.84240765130395,2.281037718057633,15,13
Emeriau - Place de Brazzaville,48.850785261674964,2.2871585190296173,31,16
Louis Blanc - Jemmapes,48.879330755297,2.3684485629201,3,25
Tombe Issoire - René Coty,48.830512876709,2.3343613743782,4,32
Place de l'Édit de Nantes,48.88879,2.3785,6,23
Mutualité,48.848225572724,2.3502873256803,29,6
Quai de la Gare - Pont de Bercy,48.83730787972,2.3740861260598,30,0
Delphine Seyrig - Général Leclerc,48.893923963057865,2.39790290594101,3,50
Vinaigriers - Magenta,48.8731167,2.3593052,4,21
République - Henri Barbusse,48.90661553626751,2.389432489871979,24,8
Guillaume Bertrand - République,48.863825174341,2.380906377155,6,31
Douai - Pierre Fontaine,48.88229101148092,2.33324121683836,10,15
Jean Moulin - Paul Doumer,48.8622179854695,2.45533436536789,2,17
Lallier - Trudaine ,48.88109246617963,2.3408224806189537,5,21
Gabrielle Josserand - Edouard Vaillant,48.90271566255436,2.3933270573616032,17,6
Marie-Georges Picquart - Pereire,48.88863669349711,2.3111706599593163,4,29
Anatole France - Jean Lolive,48.8949922,2.4253764,10,16
Flandre - Ourcq,48.89260159189023,2.3790915682911873,7,21
Square du Théâtre du Garde-Chasse,48.881287375060616,2.420119643211365,2,48
Parc de Belleville - Julien Lacroix,48.8703459,2.3842214,1,25
Monceau - Malesherbes,48.8795079,2.3145456,14,24
Amaury Duval - Gabriel Péri,48.81718759671675,2.323841750621796,0,36
Malesherbes - Place de la Madeleine,48.870406028483,2.323243509808,60,12
Sibelle - Alésia,48.826701758539215,2.3384983465075493,1,36
Granges aux Belles,48.8761373390584,2.3680844979417,3,24
Place du Front Populaire - George Sand,48.90680713698062,2.364541214992642,9,55
Keller - La Roquette,48.8555508,2.3752778,11,22
Pierre Joseph Desault,48.82110230800372,2.378775402903557,14,5
Saint Pères - Saint Germain,48.853729675265,2.3300181032703,13,9
Bracion - Périphérique,48.826103771275,2.3004549373748,2,26
Bellefond - Poissonnière,48.87759897050706,2.348463758826256,4,12
Les Halles - Saint-Eustache,48.86362695901683,2.342623919248581,29,3
Charonne - Philippe-Auguste,48.855603162026,2.39054639062,5,26
Gare RER - Maurice Grandcoing,48.813881,2.392429,19,17
Turbigo - Française,48.86358858111446,2.3477794602513313,13,1
Général Leclerc - Bièvre,48.782414428747316,2.3166695237159733,20,5
André Mazet - Saint-André des Arts,48.85375581057431,2.3390958085656166,18,35
Assas - Vaugirard,48.848274111398,2.3292413726449,1,33
Gare Montparnasse - Arrivée,48.843827994315,2.3225811123848,5,37
Saint-Placide - Cherche Midi,48.8490535919234,2.325317971408367,8,57
Transvaal - Charles de Gaulle ,48.848280403628806,2.2373420120857195,10,15
Edouard Pailleron - Simon Bolivar ,48.87979886049996,2.374839261174202,1,23
Didot - Place de Moro-Giafferi,48.8337,2.3215,2,18
Mairie du 9ème,48.873267137583,2.3407534480528,15,7
Pergolèse - Malakoff,48.87521088779225,2.2842781618237495,12,26
Lamartine - Faubourg Montmartre,48.876613982891,2.3397656902671,7,23
Charonne - Faubourg Saint-Antoine,48.852191909696,2.3740932717919,20,12
Alibert - Jemmapes,48.871044051984,2.3661044619878,6,51
Charenton - Diderot,48.846171461187,2.3793068155646,9,9
Parmentier - Abel Rabaud,48.86921273836114,2.371688821240712,7,45
Maréchal Joffre - Verdun,48.85385,2.470307,4,15
Lacuée - Lyon,48.849268481958,2.3704585433006,11,3
Chabanais - Petits Champs,48.86703740186721,2.336716018617153,18,12
Belliard - Damrémont,48.89669238777841,2.338023450388167,5,29
Gare RER - Général de Gaulle,48.933548439566,2.3064726536317,29,10
Martyrs de Châteaubriant - Jean Grandel,48.951432,2.211214,12,26
Alouettes - Maréchal de Lattre de Tassigny,48.85511009293948,2.4930700287222862,18,3
Gare Saint-Lazare - Stockholm,48.877127316667654,2.322417162358761,4,28
Jean Jaurès - Place de la Libération,48.90617751921,2.4391458057475,16,12
Aqueduc - Villette,48.883886063895,2.367198803315,4,21
Laffitte - Italiens,48.871815737396,2.3372015478451,29,4
Edouard Poisson - Victor Hugo,48.91118557052621,2.379864752692811,7,15
Seine - Flandre,48.886785741479684,2.3746193200349808,3,14
Beaumarchais - Pas de la Mule,48.855580507049,2.3684333673431,9,8
Glacière - Soeur Catherine Marie,48.829522989420596,2.343570403754711,8,31
Cours de Vincennes - Soult,48.846918761569,2.4105220288038,8,36
Aristide Briand - Place de la Résistance,48.82124248401006,2.2511002421379094,21,7
Erasme - Ulm,48.84264375274712,2.3445946723222733,0,22
Stéphanie Bouvard - Gambetta,48.814548138856,2.4024386957288,14,16
Porte d'Italie,48.817161987718954,2.360236309468746,0,12
Paul Vaillant Couturier - Chaptal,48.893479576183,2.2775253653526,26,12
Centquatre,48.889333538455,2.3707854375243,2,35
La Motte-Picquet - Grenelle,48.84858321339195,2.299347817897797,24,10
Général Delambre - Prebuard,48.93870344444,2.2234171606307,14,15
Hippodrome Paris-Vincennes,48.82048387758518,2.446271181106568,4,38
Jean Moulin - Place Victor et Hélène Basch,48.82764910241,2.3261967301369,5,36
Jacques Kellner - Saint-Ouen,48.895809485802886,2.327897409164145,12,31
Stade Georges Carpentier,48.820482438381,2.3668321967125,5,34
Ouest - Château ,48.83617286014242,2.319392143923804,1,22
Abbé Groult - Convention,48.83596927866069,2.302064039509349,2,9
Roquépine - Malesherbes,48.873450733908,2.3204044997692,45,7
George Sand - Jean de La Fontaine,48.84986918764119,2.268257387525699,24,4
Ménilmontant - Oberkampf,48.866617658681,2.3830134404158,5,33
Paul Valery - Victor Hugo,48.87137406080164,2.2887128591537476,8,27
Place du 8 Mai 1945,48.871552174017,2.2025031970585,4,14
Dunkerque - Rocroy,48.880726,2.351464,3,20
Stalingrad - Barbara,48.809223658808,2.3175904558822,2,18
Centenaire - Sorins,48.85853523359734,2.4273508787155156,2,42
Commandant Rivière,48.872933,2.309796,35,7
Centre Georges Pompidou,48.861419,2.352581,16,10
Petit - Manin,48.886506875343,2.3938155401308,3,18
Bas du Mont-Mesly,48.779035118572,2.4609763908985,7,20
